HaulID,Survey_Acronym,SpeciesSciName,Aphia_Code,FishLength_cm,Number,DensAbund_N_Sqkm,DensBiom_kg_Sqkm
GNSFraOT4/GWD/1996/33,GNSFraOT4,Sardina pilchardus,126421,26,3,103.9140977,30.59613123
GNSFraOT4/GWD/1996/33,GNSFraOT4,Sardina pilchardus,126421,10,43,1489.4354,23.96382121
GNSFraOT4/GWD/1996/33,GNSFraOT4,Sardina pilchardus,126421,11,3,103.9140977,2.224670467
GNSFraOT4/GWD/1996/33,GNSFraOT4,Sardina pilchardus,126421,25,2,69.27606512,18.07670948
GNSFraOT4/GWD/1996/33,GNSFraOT4,Sardina pilchardus,126421,23,4,138.5521302,27.97475521
GNSFraOT4/GWD/1996/33,GNSFraOT4,Sardina pilchardus,126421,9,28,969.8649117,11.39628674
GNSFraOT4/GWD/1996/33,GNSFraOT4,Sardina pilchardus,126421,24,1,34.63803256,7.971402179
GNSFraOT4/GWD/1996/33,GNSFraOT4,Sardina pilchardus,126421,22,1,34.63803256,6.101074427
GNSFraOT4/GWD/1996/33,GNSFraOT4,Sardina pilchardus,126421,8,2,69.27606512,0.574061787
GNSFraOT4/GWD/1996/34,GNSFraOT4,Sardina pilchardus,126421,10,36,1184.990125,19.06554087
GNSFraOT4/GWD/1996/34,GNSFraOT4,Sardina pilchardus,126421,8,4,131.6655695,1.091057524
GNSFraOT4/GWD/1996/34,GNSFraOT4,Sardina pilchardus,126421,9,100,3291.639236,38.67803046
GNSFraOT4/GWD/1996/34,GNSFraOT4,Sardina pilchardus,126421,24,1,32.91639236,7.575193578
GNSFraOT4/GWD/1996/37,GNSFraOT4,Sardina pilchardus,126421,9,1,27.81641168,0.326853565
GNSFraOT4/GWD/1996/37,GNSFraOT4,Sardina pilchardus,126421,10,2,55.63282337,0.895087516
GNSFraOT4/GWD/1996/38,GNSFraOT4,Sardina pilchardus,126421,9,238,7577.204712,89.03507754
GNSFraOT4/GWD/1996/38,GNSFraOT4,Sardina pilchardus,126421,10,40,1273.479784,20.48926852
GNSFraOT4/GWD/1996/38,GNSFraOT4,Sardina pilchardus,126421,27,127,4043.298313,1337.335715
GNSFraOT4/GWD/1996/38,GNSFraOT4,Sardina pilchardus,126421,24,36,1146.131805,263.7643334
GNSFraOT4/GWD/1996/38,GNSFraOT4,Sardina pilchardus,126421,8,23,732.2508755,6.067856847
GNSFraOT4/GWD/1996/38,GNSFraOT4,Sardina pilchardus,126421,23,3,95.51098376,19.2844122
GNSFraOT4/GWD/1996/38,GNSFraOT4,Sardina pilchardus,126421,25,76,2419.611589,631.3669183
GNSFraOT4/GWD/1996/38,GNSFraOT4,Sardina pilchardus,126421,26,181,5762.49602,1696.690713
GNSFraOT4/GWD/1996/38,GNSFraOT4,Sardina pilchardus,126421,28,53,1687.360713,624.3394732
GNSFraOT4/GWD/1996/39,GNSFraOT4,Sardina pilchardus,126421,25,5,153.233221,39.98426316
GNSFraOT4/GWD/1996/39,GNSFraOT4,Sardina pilchardus,126421,8,803,24609.25529,203.9266093
GNSFraOT4/GWD/1996/39,GNSFraOT4,Sardina pilchardus,126421,27,5,153.233221,50.68244867
GNSFraOT4/GWD/1996/39,GNSFraOT4,Sardina pilchardus,126421,24,2,61.29328838,14.10569298
GNSFraOT4/GWD/1996/39,GNSFraOT4,Sardina pilchardus,126421,26,4,122.5865768,36.09399565
GNSFraOT4/GWD/1996/39,GNSFraOT4,Sardina pilchardus,126421,7,3417,104719.5832,585.760756
GNSFraOT4/GWD/1996/39,GNSFraOT4,Sardina pilchardus,126421,28,2,61.29328838,22.67909824
GNSFraOT4/GWD/1996/4,GNSFraOT4,Sardina pilchardus,126421,25,1,34.65003465,9.041486534
GNSFraOT4/GWD/1996/4,GNSFraOT4,Sardina pilchardus,126421,28,1,34.65003465,12.82084157
GNSFraOT4/GWD/1996/4,GNSFraOT4,Sardina pilchardus,126421,27,1,34.65003465,11.46062578
GNSFraOT4/GWD/1996/49,GNSFraOT4,Sardina pilchardus,126421,26,1,31.86743149,9.38294358
GNSFraOT4/GWD/1996/5,GNSFraOT4,Sardina pilchardus,126421,25,137,4677.364288,1220.498815
GNSFraOT4/GWD/1996/5,GNSFraOT4,Sardina pilchardus,126421,21,45,1536.360533,234.6118295
GNSFraOT4/GWD/1996/5,GNSFraOT4,Sardina pilchardus,126421,22,140,4779.788324,841.9024452
GNSFraOT4/GWD/1996/5,GNSFraOT4,Sardina pilchardus,126421,28,3,102.4240355,37.89786492
GNSFraOT4/GWD/1996/5,GNSFraOT4,Sardina pilchardus,126421,27,49,1672.925913,553.3263687
GNSFraOT4/GWD/1996/5,GNSFraOT4,Sardina pilchardus,126421,26,56,1911.915329,562.9381733
GNSFraOT4/GWD/1996/5,GNSFraOT4,Sardina pilchardus,126421,23,140,4779.788324,965.0765245
GNSFraOT4/GWD/1996/5,GNSFraOT4,Sardina pilchardus,126421,24,190,6486.855582,1492.848493
GNSFraOT4/GWD/1996/50,GNSFraOT4,Sardina pilchardus,126421,7,91,2801.724138,15.6717588
GNSFraOT4/GWD/1996/50,GNSFraOT4,Sardina pilchardus,126421,6,7,215.5172414,0.7691835
GNSFraOT4/GWD/1996/50,GNSFraOT4,Sardina pilchardus,126421,8,49,1508.62069,12.50130889
GNSFraOT4/GWD/1996/50,GNSFraOT4,Sardina pilchardus,126421,9,7,215.5172414,2.532410701
GNSFraOT4/GWD/1996/51,GNSFraOT4,Sardina pilchardus,126421,12,17,504.4510386,14.03189937
GNSFraOT4/GWD/1996/51,GNSFraOT4,Sardina pilchardus,126421,7,783,23234.42136,129.9643468
GNSFraOT4/GWD/1996/51,GNSFraOT4,Sardina pilchardus,126421,10,17,504.4510386,8.116212693
GNSFraOT4/GWD/1996/51,GNSFraOT4,Sardina pilchardus,126421,30,1,29.6735905,13.58537387
GNSFraOT4/GWD/1996/51,GNSFraOT4,Sardina pilchardus,126421,9,248,7359.050445,86.47168077
GNSFraOT4/GWD/1996/51,GNSFraOT4,Sardina pilchardus,126421,8,1156,34302.67062,284.2518893
GNSFraOT4/GWD/1996/51,GNSFraOT4,Sardina pilchardus,126421,6,17,504.4510386,1.800391527
GNSFraOT4/GWD/1996/51,GNSFraOT4,Sardina pilchardus,126421,26,1,29.6735905,8.736996129
GNSFraOT4/GWD/1996/52,GNSFraOT4,Sardina pilchardus,126421,25,1,35.12469266,9.165342514
GNSFraOT4/GWD/1997/135,GNSFraOT4,Sardina pilchardus,126421,28,1,35.31073446,13.06530677
GNSFraOT4/GWD/1997/28,GNSFraOT4,Sardina pilchardus,126421,25,3,97.91122715,25.54869139
GNSFraOT4/GWD/1997/28,GNSFraOT4,Sardina pilchardus,126421,24,1,32.63707572,7.510913215
GNSFraOT4/GWD/1997/28,GNSFraOT4,Sardina pilchardus,126421,26,3,97.91122715,28.82866543
GNSFraOT4/GWD/1997/3,GNSFraOT4,Sardina pilchardus,126421,22,1,32.6690624,5.754263924
GNSFraOT4/GWD/1997/3,GNSFraOT4,Sardina pilchardus,126421,24,1,32.6690624,7.51827445
GNSFraOT4/GWD/1997/3,GNSFraOT4,Sardina pilchardus,126421,27,1,32.6690624,10.80541196
GNSFraOT4/GWD/1997/3,GNSFraOT4,Sardina pilchardus,126421,25,1,32.6690624,8.52457698
GNSFraOT4/GWD/1997/3,GNSFraOT4,Sardina pilchardus,126421,26,1,32.6690624,9.618973196
GNSFraOT4/GWD/1997/3,GNSFraOT4,Sardina pilchardus,126421,23,1,32.6690624,6.596138377
GNSFraOT4/GWD/1997/49,GNSFraOT4,Sardina pilchardus,126421,7,1,30.56234719,0.170953923
GNSFraOT4/GWD/1997/49,GNSFraOT4,Sardina pilchardus,126421,9,2,61.12469438,0.718238732
GNSFraOT4/GWD/1997/49,GNSFraOT4,Sardina pilchardus,126421,8,4,122.2493888,1.013029571
GNSFraOT4/GWD/1997/49,GNSFraOT4,Sardina pilchardus,126421,10,1,30.56234719,0.491723658
GNSFraOT4/GWD/1997/52,GNSFraOT4,Sardina pilchardus,126421,9,3,95.87727709,1.126594981
GNSFraOT4/GWD/1997/52,GNSFraOT4,Sardina pilchardus,126421,25,1,31.95909236,8.339319315
GNSFraOT4/GWD/1997/53,GNSFraOT4,Sardina pilchardus,126421,9,2,97.37098345,1.144146607
GNSFraOT4/GWD/1997/53,GNSFraOT4,Sardina pilchardus,126421,8,2,97.37098345,0.806872628
GNSFraOT4/GWD/1997/53,GNSFraOT4,Sardina pilchardus,126421,7,2,97.37098345,0.544655537
GNSFraOT4/GWD/1997/54,GNSFraOT4,Sardina pilchardus,126421,10,1,37.7786173,0.607827658
GNSFraOT4/GWD/1997/54,GNSFraOT4,Sardina pilchardus,126421,9,1,37.7786173,0.443913323
GNSFraOT4/GWD/1997/55,GNSFraOT4,Sardina pilchardus,126421,29,2,59.61251863,24.57981452
GNSFraOT4/GWD/1997/55,GNSFraOT4,Sardina pilchardus,126421,27,1,29.80625931,9.858529359
GNSFraOT4/GWD/1997/55,GNSFraOT4,Sardina pilchardus,126421,28,2,59.61251863,22.05719749
GNSFraOT4/GWD/1997/56,GNSFraOT4,Sardina pilchardus,126421,26,1,34.48275862,10.15299205
GNSFraOT4/GWD/1997/59,GNSFraOT4,Sardina pilchardus,126421,12,2,75.35795026,2.096170081
GNSFraOT4/GWD/1997/59,GNSFraOT4,Sardina pilchardus,126421,27,3,113.0369254,37.38737679
GNSFraOT4/GWD/1997/65,GNSFraOT4,Sardina pilchardus,126421,26,3,131.1188811,38.60621978
GNSFraOT4/GWD/1997/65,GNSFraOT4,Sardina pilchardus,126421,24,1,43.70629371,10.05832084
GNSFraOT4/GWD/1997/65,GNSFraOT4,Sardina pilchardus,126421,25,8,349.6503497,91.23681866
GNSFraOT4/GWD/1997/65,GNSFraOT4,Sardina pilchardus,126421,27,1,43.70629371,14.45601661
GNSFraOT4/GWD/1997/66,GNSFraOT4,Sardina pilchardus,126421,28,2,72.38508867,26.78316958
GNSFraOT4/GWD/1997/66,GNSFraOT4,Sardina pilchardus,126421,26,4,144.7701773,42.62566334
GNSFraOT4/GWD/1997/66,GNSFraOT4,Sardina pilchardus,126421,24,1,36.19254434,8.329148784
GNSFraOT4/GWD/1997/66,GNSFraOT4,Sardina pilchardus,126421,23,1,36.19254434,7.307556849
GNSFraOT4/GWD/1997/66,GNSFraOT4,Sardina pilchardus,126421,25,1,36.19254434,9.443984849
GNSFraOT4/GWD/1997/66,GNSFraOT4,Sardina pilchardus,126421,27,2,72.38508867,23.94163301
GNSFraOT4/GWD/1997/67,GNSFraOT4,Sardina pilchardus,126421,10,1,34.37607425,0.553083469
GNSFraOT4/GWD/1997/68,GNSFraOT4,Sardina pilchardus,126421,27,1,33.11258278,10.95210795
GNSFraOT4/GWD/1997/74,GNSFraOT4,Sardina pilchardus,126421,24,1,21.59827214,4.970504987
GNSFraOT4/GWD/1997/78,GNSFraOT4,Sardina pilchardus,126421,8,3,106.7995728,0.885003406
GNSFraOT4/GWD/1997/78,GNSFraOT4,Sardina pilchardus,126421,9,1,35.5998576,0.418312056
GNSFraOT4/GWD/1997/8,GNSFraOT4,Sardina pilchardus,126421,27,1,27.26281352,9.017275354
GNSFraOT4/GWD/1998/11,GNSFraOT4,Sardina pilchardus,126421,25,1,37.72161449,9.842976287
GNSFraOT4/GWD/1998/11,GNSFraOT4,Sardina pilchardus,126421,23,1,37.72161449,7.616288032
GNSFraOT4/GWD/1998/51,GNSFraOT4,Sardina pilchardus,126421,10,16,437.2779448,7.03545148
GNSFraOT4/GWD/1998/51,GNSFraOT4,Sardina pilchardus,126421,9,83,2268.379339,26.65433204
GNSFraOT4/GWD/1998/51,GNSFraOT4,Sardina pilchardus,126421,8,144,3935.501503,32.6118555
GNSFraOT4/GWD/1998/51,GNSFraOT4,Sardina pilchardus,126421,7,8,218.6389724,1.222981661
GNSFraOT4/GWD/1998/52,GNSFraOT4,Sardina pilchardus,126421,7,12,320.9414282,1.795221943
GNSFraOT4/GWD/1998/52,GNSFraOT4,Sardina pilchardus,126421,9,90,2407.060711,28.28389165
GNSFraOT4/GWD/1998/52,GNSFraOT4,Sardina pilchardus,126421,10,36,962.8242846,15.49107065
GNSFraOT4/GWD/1998/52,GNSFraOT4,Sardina pilchardus,126421,8,144,3851.297138,31.91408914
GNSFraOT4/GWD/1998/52,GNSFraOT4,Sardina pilchardus,126421,11,18,481.4121423,10.30643002
GNSFraOT4/GWD/1998/54,GNSFraOT4,Sardina pilchardus,126421,10,1,26.56042497,0.427335939
GNSFraOT4/GWD/1998/54,GNSFraOT4,Sardina pilchardus,126421,11,1,26.56042497,0.568625378
GNSFraOT4/GWD/1998/56,GNSFraOT4,Sardina pilchardus,126421,9,21,571.7397223,6.71816223
GNSFraOT4/GWD/1998/56,GNSFraOT4,Sardina pilchardus,126421,10,12,326.7084127,5.256476374
GNSFraOT4/GWD/1998/56,GNSFraOT4,Sardina pilchardus,126421,11,1,27.22570106,0.582868104
GNSFraOT4/GWD/1998/56,GNSFraOT4,Sardina pilchardus,126421,13,1,27.22570106,0.964333169
GNSFraOT4/GWD/1998/57,GNSFraOT4,Sardina pilchardus,126421,10,68,1979.621543,31.85052317
GNSFraOT4/GWD/1998/57,GNSFraOT4,Sardina pilchardus,126421,11,12,349.3449782,7.479037717
GNSFraOT4/GWD/1998/57,GNSFraOT4,Sardina pilchardus,126421,9,240,6986.899563,82.09876439
GNSFraOT4/GWD/1998/57,GNSFraOT4,Sardina pilchardus,126421,7,4,116.4483261,0.651366797
GNSFraOT4/GWD/1998/57,GNSFraOT4,Sardina pilchardus,126421,8,64,1863.173217,15.43933744
GNSFraOT4/GWD/1998/66,GNSFraOT4,Sardina pilchardus,126421,25,1,27.00513097,7.046646
GNSFraOT4/GWD/1998/67,GNSFraOT4,Sardina pilchardus,126421,10,29,758.3682008,12.20153622
GNSFraOT4/GWD/1998/67,GNSFraOT4,Sardina pilchardus,126421,7,38,993.7238494,5.558506016
GNSFraOT4/GWD/1998/67,GNSFraOT4,Sardina pilchardus,126421,9,64,1673.640167,19.66591741
GNSFraOT4/GWD/1998/67,GNSFraOT4,Sardina pilchardus,126421,8,123,3216.527197,26.65401603
GNSFraOT4/GWD/1998/67,GNSFraOT4,Sardina pilchardus,126421,11,16,418.4100418,8.957634085
GNSFraOT4/GWD/1998/68,GNSFraOT4,Sardina pilchardus,126421,11,23,615.9614355,13.18696159
GNSFraOT4/GWD/1998/68,GNSFraOT4,Sardina pilchardus,126421,10,210,5623.995715,90.48558119
GNSFraOT4/GWD/1998/68,GNSFraOT4,Sardina pilchardus,126421,8,83,2222.817354,18.41955804
GNSFraOT4/GWD/1998/68,GNSFraOT4,Sardina pilchardus,126421,9,255,6829.137654,80.24500112
GNSFraOT4/GWD/1998/74,GNSFraOT4,Sardina pilchardus,126421,9,1,28.10567735,0.330252548
GNSFraOT4/GWD/1998/75,GNSFraOT4,Sardina pilchardus,126421,26,33,960.69869,282.8650188
GNSFraOT4/GWD/1998/75,GNSFraOT4,Sardina pilchardus,126421,24,2,58.22416303,13.39938171
GNSFraOT4/GWD/1998/75,GNSFraOT4,Sardina pilchardus,126421,8,120,3493.449782,28.94875771
GNSFraOT4/GWD/1998/75,GNSFraOT4,Sardina pilchardus,126421,30,2,58.22416303,26.65659967
GNSFraOT4/GWD/1998/75,GNSFraOT4,Sardina pilchardus,126421,25,18,524.0174672,136.7357038
GNSFraOT4/GWD/1998/75,GNSFraOT4,Sardina pilchardus,126421,7,145,4221.25182,23.61204639
GNSFraOT4/GWD/1998/75,GNSFraOT4,Sardina pilchardus,126421,9,35,1018.922853,11.97273647
GNSFraOT4/GWD/1998/75,GNSFraOT4,Sardina pilchardus,126421,6,20,582.2416303,2.078027038
GNSFraOT4/GWD/1998/75,GNSFraOT4,Sardina pilchardus,126421,28,11,320.2328967,118.4892101
GNSFraOT4/GWD/1998/75,GNSFraOT4,Sardina pilchardus,126421,27,26,756.9141194,250.3521153
GNSFraOT4/GWD/1998/75,GNSFraOT4,Sardina pilchardus,126421,10,10,291.1208151,4.683900467
GNSFraOT4/GWD/1998/75,GNSFraOT4,Sardina pilchardus,126421,23,1,29.11208151,5.877956208
GNSFraOT4/GWD/1998/77,GNSFraOT4,Sardina pilchardus,126421,25,6,167.2240803,43.63500023
GNSFraOT4/GWD/1998/77,GNSFraOT4,Sardina pilchardus,126421,28,5,139.3534002,51.56208024
GNSFraOT4/GWD/1998/77,GNSFraOT4,Sardina pilchardus,126421,26,10,278.7068004,82.06152997
GNSFraOT4/GWD/1998/77,GNSFraOT4,Sardina pilchardus,126421,27,9,250.8361204,82.96496488
GNSFraOT4/GWD/1998/77,GNSFraOT4,Sardina pilchardus,126421,24,2,55.74136009,12.8280034
GNSFraOT4/GWD/1999/102,GNSFraOT4,Sardina pilchardus,126421,10,1,31.23048095,0.502473395
GNSFraOT4/GWD/1999/102,GNSFraOT4,Sardina pilchardus,126421,11,1,31.23048095,0.668605417
GNSFraOT4/GWD/1999/102,GNSFraOT4,Sardina pilchardus,126421,12,1,31.23048095,0.868712585
GNSFraOT4/GWD/1999/2,GNSFraOT4,Sardina pilchardus,126421,7,2,59.89817311,0.335047162
GNSFraOT4/GWD/1999/2,GNSFraOT4,Sardina pilchardus,126421,9,1,29.94908655,0.351913317
GNSFraOT4/GWD/1999/2,GNSFraOT4,Sardina pilchardus,126421,6,1,29.94908655,0.106888632
GNSFraOT4/GWD/1999/22,GNSFraOT4,Sardina pilchardus,126421,26,1,44.66279589,13.15036934
GNSFraOT4/GWD/1999/22,GNSFraOT4,Sardina pilchardus,126421,11,2,89.32559178,1.912348858
GNSFraOT4/GWD/1999/26,GNSFraOT4,Sardina pilchardus,126421,26,2,62.5,18.4022981
GNSFraOT4/GWD/1999/26,GNSFraOT4,Sardina pilchardus,126421,25,1,31.25,8.154290668
GNSFraOT4/GWD/1999/27,GNSFraOT4,Sardina pilchardus,126421,11,1,25.4895595,0.545699491
GNSFraOT4/GWD/1999/28,GNSFraOT4,Sardina pilchardus,126421,24,1,36.81885125,8.473283539
GNSFraOT4/GWD/1999/29,GNSFraOT4,Sardina pilchardus,126421,26,1,39.21568627,11.54653998
GNSFraOT4/GWD/1999/3,GNSFraOT4,Sardina pilchardus,126421,7,19,612.3106671,3.425028522
GNSFraOT4/GWD/1999/3,GNSFraOT4,Sardina pilchardus,126421,8,1,32.22687722,0.267050657
GNSFraOT4/GWD/1999/3,GNSFraOT4,Sardina pilchardus,126421,9,5,161.1343861,1.893391178
GNSFraOT4/GWD/1999/3,GNSFraOT4,Sardina pilchardus,126421,6,13,418.9494038,1.495235214
GNSFraOT4/GWD/1999/3,GNSFraOT4,Sardina pilchardus,126421,11,2,64.45375443,1.379874023
GNSFraOT4/GWD/1999/34,GNSFraOT4,Sardina pilchardus,126421,22,18,652.173913,114.8726209
GNSFraOT4/GWD/1999/34,GNSFraOT4,Sardina pilchardus,126421,27,20,724.6376812,239.6765652
GNSFraOT4/GWD/1999/34,GNSFraOT4,Sardina pilchardus,126421,24,57,2065.217391,475.2775258
GNSFraOT4/GWD/1999/34,GNSFraOT4,Sardina pilchardus,126421,21,4,144.9275362,22.13133812
GNSFraOT4/GWD/1999/34,GNSFraOT4,Sardina pilchardus,126421,23,49,1775.362319,358.4594924
GNSFraOT4/GWD/1999/34,GNSFraOT4,Sardina pilchardus,126421,26,40,1449.275362,426.7199559
GNSFraOT4/GWD/1999/34,GNSFraOT4,Sardina pilchardus,126421,25,88,3188.405797,831.9740044
GNSFraOT4/GWD/1999/34,GNSFraOT4,Sardina pilchardus,126421,29,2,72.46376812,29.87872381
GNSFraOT4/GWD/1999/34,GNSFraOT4,Sardina pilchardus,126421,28,3,108.6956522,40.21842259
GNSFraOT4/GWD/1999/38,GNSFraOT4,Sardina pilchardus,126421,6,1,30.21148036,0.107825119
GNSFraOT4/GWD/1999/38,GNSFraOT4,Sardina pilchardus,126421,7,1,30.21148036,0.16899131
GNSFraOT4/GWD/1999/38,GNSFraOT4,Sardina pilchardus,126421,8,3,90.63444109,0.751049719
GNSFraOT4/GWD/1999/39,GNSFraOT4,Sardina pilchardus,126421,8,6,200.5347594,1.661747706
GNSFraOT4/GWD/1999/39,GNSFraOT4,Sardina pilchardus,126421,9,3,100.2673797,1.17818038
GNSFraOT4/GWD/1999/39,GNSFraOT4,Sardina pilchardus,126421,10,2,66.84491979,1.075481157
GNSFraOT4/GWD/1999/39,GNSFraOT4,Sardina pilchardus,126421,11,1,33.42245989,0.715532937
GNSFraOT4/GWD/1999/41,GNSFraOT4,Sardina pilchardus,126421,8,14,397.5014196,3.293928067
GNSFraOT4/GWD/1999/41,GNSFraOT4,Sardina pilchardus,126421,7,2,56.78591709,0.317638408
GNSFraOT4/GWD/1999/41,GNSFraOT4,Sardina pilchardus,126421,9,4,113.5718342,1.334512851
GNSFraOT4/GWD/1999/43,GNSFraOT4,Sardina pilchardus,126421,12,1,30.83564601,0.857729787
GNSFraOT4/GWD/1999/43,GNSFraOT4,Sardina pilchardus,126421,8,15,462.5346901,3.832831588
GNSFraOT4/GWD/1999/43,GNSFraOT4,Sardina pilchardus,126421,10,8,246.6851681,3.968966538
GNSFraOT4/GWD/1999/43,GNSFraOT4,Sardina pilchardus,126421,9,30,925.0693802,10.86992197
GNSFraOT4/GWD/1999/43,GNSFraOT4,Sardina pilchardus,126421,6,1,30.83564601,0.110052773
GNSFraOT4/GWD/1999/43,GNSFraOT4,Sardina pilchardus,126421,7,1,30.83564601,0.172482651
GNSFraOT4/GWD/1999/43,GNSFraOT4,Sardina pilchardus,126421,5,1,30.83564601,0.065131622
GNSFraOT4/GWD/1999/44,GNSFraOT4,Sardina pilchardus,126421,6,20,867.3026886,3.095413216
GNSFraOT4/GWD/1999/44,GNSFraOT4,Sardina pilchardus,126421,7,44,1908.065915,10.67298111
GNSFraOT4/GWD/1999/44,GNSFraOT4,Sardina pilchardus,126421,8,37,1604.509974,13.2959033
GNSFraOT4/GWD/1999/44,GNSFraOT4,Sardina pilchardus,126421,9,10,433.6513443,5.095570535
GNSFraOT4/GWD/1999/45,GNSFraOT4,Sardina pilchardus,126421,9,1,28.3286119,0.332872115
GNSFraOT4/GWD/1999/45,GNSFraOT4,Sardina pilchardus,126421,8,1,28.3286119,0.234747362
GNSFraOT4/GWD/1999/45,GNSFraOT4,Sardina pilchardus,126421,11,1,28.3286119,0.606480041
GNSFraOT4/GWD/1999/46,GNSFraOT4,Sardina pilchardus,126421,11,7,219.0923318,4.690491964
GNSFraOT4/GWD/1999/46,GNSFraOT4,Sardina pilchardus,126421,10,6,187.7934272,3.021445653
GNSFraOT4/GWD/1999/48,GNSFraOT4,Sardina pilchardus,126421,8,1,33.14550878,0.274662973
GNSFraOT4/GWD/1999/48,GNSFraOT4,Sardina pilchardus,126421,11,1,33.14550878,0.709603761
GNSFraOT4/GWD/1999/51,GNSFraOT4,Sardina pilchardus,126421,14,2,61.01281269,2.704684259
GNSFraOT4/GWD/1999/51,GNSFraOT4,Sardina pilchardus,126421,13,1,30.50640635,1.08053561
GNSFraOT4/GWD/1999/53,GNSFraOT4,Sardina pilchardus,126421,27,1,31.09452736,10.28462873
GNSFraOT4/GWD/1999/54,GNSFraOT4,Sardina pilchardus,126421,7,3,94.10288582,0.526375066
GNSFraOT4/GWD/1999/54,GNSFraOT4,Sardina pilchardus,126421,6,1,31.36762861,0.111951425
GNSFraOT4/GWD/1999/54,GNSFraOT4,Sardina pilchardus,126421,8,1,31.36762861,0.259930423
GNSFraOT4/GWD/1999/62,GNSFraOT4,Sardina pilchardus,126421,11,13,441.2763069,9.447172133
GNSFraOT4/GWD/1999/62,GNSFraOT4,Sardina pilchardus,126421,12,6,203.6659878,5.66520916
GNSFraOT4/GWD/1999/62,GNSFraOT4,Sardina pilchardus,126421,8,4,135.7773252,1.125129925
GNSFraOT4/GWD/1999/62,GNSFraOT4,Sardina pilchardus,126421,10,34,1154.107264,18.5686604
GNSFraOT4/GWD/1999/62,GNSFraOT4,Sardina pilchardus,126421,9,43,1459.606246,17.15093629
GNSFraOT4/GWD/1999/63,GNSFraOT4,Sardina pilchardus,126421,13,31,965.1307597,34.18489028
GNSFraOT4/GWD/1999/63,GNSFraOT4,Sardina pilchardus,126421,8,107,3331.257783,27.60474043
GNSFraOT4/GWD/1999/63,GNSFraOT4,Sardina pilchardus,126421,10,80,2490.660025,40.07272255
GNSFraOT4/GWD/1999/63,GNSFraOT4,Sardina pilchardus,126421,11,59,1836.861768,39.32490605
GNSFraOT4/GWD/1999/63,GNSFraOT4,Sardina pilchardus,126421,12,14,435.8655044,12.12411201
GNSFraOT4/GWD/1999/63,GNSFraOT4,Sardina pilchardus,126421,9,185,5759.651308,67.67812409
GNSFraOT4/GWD/1999/63,GNSFraOT4,Sardina pilchardus,126421,14,7,217.9327522,9.66090987
GNSFraOT4/GWD/1999/66,GNSFraOT4,Sardina pilchardus,126421,8,2,59.17159763,0.49033029
GNSFraOT4/GWD/1999/66,GNSFraOT4,Sardina pilchardus,126421,6,1,29.58579882,0.105592054
GNSFraOT4/GWD/1999/66,GNSFraOT4,Sardina pilchardus,126421,9,2,59.17159763,0.695289092
GNSFraOT4/GWD/1999/66,GNSFraOT4,Sardina pilchardus,126421,26,1,29.58579882,8.711147028
GNSFraOT4/GWD/1999/66,GNSFraOT4,Sardina pilchardus,126421,7,3,88.75739645,0.496474471
GNSFraOT4/GWD/1999/67,GNSFraOT4,Sardina pilchardus,126421,29,2,61.44393241,25.33495475
GNSFraOT4/GWD/1999/67,GNSFraOT4,Sardina pilchardus,126421,24,2,61.44393241,14.14036135
GNSFraOT4/GWD/1999/67,GNSFraOT4,Sardina pilchardus,126421,28,9,276.4976959,102.3067708
GNSFraOT4/GWD/1999/67,GNSFraOT4,Sardina pilchardus,126421,23,1,30.72196621,6.203004477
GNSFraOT4/GWD/1999/67,GNSFraOT4,Sardina pilchardus,126421,27,20,614.4393241,203.2280553
GNSFraOT4/GWD/1999/67,GNSFraOT4,Sardina pilchardus,126421,26,14,430.1075269,126.6394708
GNSFraOT4/GWD/1999/67,GNSFraOT4,Sardina pilchardus,126421,25,5,153.609831,40.08253477
GNSFraOT4/GWD/1999/67,GNSFraOT4,Sardina pilchardus,126421,30,2,61.44393241,28.13069735
GNSFraOT4/GWD/1999/68,GNSFraOT4,Sardina pilchardus,126421,26,1,34.38789546,10.12506085
GNSFraOT4/GWD/1999/68,GNSFraOT4,Sardina pilchardus,126421,28,2,68.77579092,25.44769517
GNSFraOT4/GWD/1999/68,GNSFraOT4,Sardina pilchardus,126421,25,1,34.38789546,8.973084641
GNSFraOT4/GWD/1999/68,GNSFraOT4,Sardina pilchardus,126421,27,1,34.38789546,11.37392228
GNSFraOT4/GWD/1999/68,GNSFraOT4,Sardina pilchardus,126421,24,1,34.38789546,7.913837033
GNSFraOT4/GWD/1999/7,GNSFraOT4,Sardina pilchardus,126421,12,1,33.48961822,0.931553147
GNSFraOT4/GWD/1999/72,GNSFraOT4,Sardina pilchardus,126421,29,25,793.6507937,327.2431655
GNSFraOT4/GWD/1999/72,GNSFraOT4,Sardina pilchardus,126421,28,56,1777.777778,657.794645
GNSFraOT4/GWD/1999/72,GNSFraOT4,Sardina pilchardus,126421,27,59,1873.015873,619.5068552
GNSFraOT4/GWD/1999/72,GNSFraOT4,Sardina pilchardus,126421,9,86,2730.15873,32.08041797
GNSFraOT4/GWD/1999/72,GNSFraOT4,Sardina pilchardus,126421,25,15,476.1904762,124.2558578
GNSFraOT4/GWD/1999/72,GNSFraOT4,Sardina pilchardus,126421,22,6,190.4761905,33.5500988
GNSFraOT4/GWD/1999/72,GNSFraOT4,Sardina pilchardus,126421,26,59,1873.015873,551.484743
